fight_id,fighter_id,round,kd,sig_str,total_str,td,sub_att,reversals,ctr_time,head,body,leg,distance,clinch,ground
4699,4139,3,0,16 of 35,30 of 50,1 of 1,0,0,0:22,3 of 19,6 of 7,7 of 9,12 of 30,4 of 5,0 of 0
4699,2055,1,0,21 of 29,28 of 37,0 of 1,0,0,0:57,9 of 15,5 of 6,7 of 8,10 of 16,11 of 13,0 of 0
4699,2055,2,0,18 of 40,19 of 41,0 of 0,0,0,0:15,9 of 30,4 of 4,5 of 6,13 of 35,5 of 5,0 of 0
4699,2055,3,0,16 of 29,26 of 40,1 of 3,0,0,2:06,11 of 23,0 of 0,5 of 6,13 of 26,3 of 3,0 of 0
4700,209,1,0,14 of 41,14 of 41,0 of 0,0,0,0:00,7 of 29,1 of 2,6 of 10,13 of 40,1 of 1,0 of 0
4700,209,2,0,15 of 34,34 of 55,1 of 1,0,0,2:15,13 of 29,1 of 2,1 of 3,7 of 24,0 of 0,8 of 10
4700,209,3,0,25 of 45,45 of 65,1 of 1,0,0,2:16,21 of 40,2 of 3,2 of 2,16 of 31,0 of 0,9 of 14
4700,1240,1,0,10 of 61,10 of 61,0 of 0,0,0,0:00,5 of 47,3 of 7,2 of 7,10 of 61,0 of 0,0 of 0
4700,1240,2,0,5 of 25,5 of 25,0 of 0,0,0,0:00,3 of 23,2 of 2,0 of 0,5 of 25,0 of 0,0 of 0
4700,1240,3,0,5 of 36,5 of 36,0 of 0,0,0,0:00,4 of 35,1 of 1,0 of 0,5 of 36,0 of 0,0 of 0
4701,1550,1,0,34 of 77,34 of 77,0 of 0,0,0,0:00,27 of 64,4 of 10,3 of 3,32 of 75,2 of 2,0 of 0
4701,1550,2,0,24 of 45,24 of 45,0 of 1,0,0,0:03,18 of 38,4 of 5,2 of 2,22 of 43,2 of 2,0 of 0
4701,781,1,0,42 of 69,43 of 70,0 of 0,0,0,0:07,16 of 37,23 of 29,3 of 3,34 of 60,8 of 9,0 of 0
4701,781,2,1,33 of 47,33 of 47,0 of 0,0,0,0:01,23 of 36,10 of 11,0 of 0,32 of 45,0 of 0,1 of 2
4702,3472,1,0,5 of 11,5 of 11,0 of 0,0,0,0:00,2 of 7,0 of 1,3 of 3,5 of 11,0 of 0,0 of 0
4702,3422,1,1,9 of 17,9 of 17,0 of 0,0,0,0:05,9 of 17,0 of 0,0 of 0,3 of 11,0 of 0,6 of 6
4703,676,1,0,11 of 24,17 of 32,2 of 6,0,0,2:10,4 of 17,6 of 6,1 of 1,7 of 19,3 of 3,1 of 2
4703,676,2,0,1 of 2,2 of 3,0 of 0,0,0,0:29,0 of 0,1 of 1,0 of 1,1 of 2,0 of 0,0 of 0
4703,3115,1,0,7 of 17,11 of 21,0 of 0,0,0,0:57,2 of 10,3 of 4,2 of 3,5 of 14,1 of 1,1 of 2
4703,3115,2,0,2 of 5,2 of 5,0 of 0,2,0,0:06,1 of 3,1 of 2,0 of 0,2 of 5,0 of 0,0 of 0
4704,1174,1,0,22 of 41,27 of 46,0 of 1,0,0,0:45,11 of 27,5 of 7,6 of 7,19 of 37,3 of 4,0 of 0
4704,1174,2,0,12 of 34,12 of 34,0 of 0,0,0,0:00,6 of 20,2 of 7,4 of 7,11 of 32,1 of 2,0 of 0
4704,1174,3,0,22 of 45,25 of 48,0 of 0,0,0,0:00,10 of 32,9 of 10,3 of 3,18 of 41,3 of 3,1 of 1
4704,3100,1,0,23 of 44,24 of 45,0 of 0,0,0,0:21,11 of 30,6 of 8,6 of 6,15 of 32,8 of 12,0 of 0
4704,3100,2,0,17 of 22,18 of 23,2 of 2,0,0,1:41,10 of 15,6 of 6,1 of 1,9 of 14,5 of 5,3 of 3
4704,3100,3,0,22 of 44,24 of 46,0 of 1,0,0,0:58,13 of 33,3 of 4,6 of 7,18 of 40,4 of 4,0 of 0
4705,2833,1,0,1 of 7,1 of 7,0 of 0,0,0,0:00,1 of 6,0 of 1,0 of 0,1 of 7,0 of 0,0 of 0
4705,2833,2,0,6 of 18,6 of 18,0 of 0,0,0,0:00,5 of 17,1 of 1,0 of 0,5 of 16,1 of 2,0 of 0
4705,2833,3,0,4 of 21,4 of 21,0 of 0,0,0,0:00,1 of 16,2 of 4,1 of 1,3 of 20,1 of 1,0 of 0
4705,2237,1,0,5 of 15,5 of 15,0 of 0,0,0,0:00,1 of 9,3 of 5,1 of 1,5 of 15,0 of 0,0 of 0
4705,2237,2,0,4 of 15,4 of 15,0 of 1,0,0,0:00,0 of 9,3 of 5,1 of 1,4 of 15,0 of 0,0 of 0
4705,2237,3,0,11 of 24,11 of 24,0 of 1,0,0,0:01,0 of 8,5 of 8,6 of 8,9 of 22,2 of 2,0 of 0
4706,2626,1,0,24 of 51,29 of 56,1 of 1,0,0,1:21,15 of 41,6 of 7,3 of 3,19 of 42,5 of 9,0 of 0
4706,766,1,1,25 of 37,31 of 43,0 of 0,0,0,0:06,20 of 30,1 of 1,4 of 6,19 of 31,2 of 2,4 of 4
4707,30,1,0,34 of 44,40 of 50,0 of 2,0,0,1:13,13 of 21,15 of 17,6 of 6,14 of 23,20 of 21,0 of 0
4707,30,2,0,37 of 68,39 of 70,0 of 1,0,0,0:00,28 of 57,9 of 11,0 of 0,29 of 59,8 of 9,0 of 0
4707,30,3,0,57 of 87,59 of 89,0 of 3,0,0,0:21,42 of 72,8 of 8,7 of 7,42 of 69,15 of 18,0 of 0
4707,1134,1,0,14 of 43,14 of 43,0 of 0,0,0,0:58,9 of 33,5 of 10,0 of 0,11 of 39,3 of 4,0 of 0
4707,1134,2,0,29 of 69,29 of 69,0 of 1,0,0,0:09,18 of 55,11 of 14,0 of 0,28 of 67,1 of 2,0 of 0
4707,1134,3,0,38 of 78,38 of 78,0 of 1,0,0,0:20,27 of 64,11 of 14,0 of 0,34 of 72,4 of 6,0 of 0
4708,899,1,0,17 of 29,17 of 29,1 of 2,0,0,1:27,13 of 24,4 of 4,0 of 1,12 of 24,0 of 0,5 of 5
4708,899,2,0,8 of 15,9 of 16,1 of 1,1,0,0:44,7 of 12,0 of 2,1 of 1,5 of 10,3 of 5,0 of 0
4708,1341,1,0,13 of 38,32 of 57,0 of 0,0,0,0:00,2 of 25,2 of 4,9 of 9,12 of 37,1 of 1,0 of 0
4708,1341,2,0,6 of 16,9 of 19,0 of 0,0,0,0:00,4 of 11,1 of 2,1 of 3,5 of 15,1 of 1,0 of 0
4709,608,1,0,19 of 26,47 of 54,1 of 2,0,0,0:39,14 of 21,3 of 3,2 of 2,10 of 17,2 of 2,7 of 7
4709,608,2,0,20 of 33,38 of 52,1 of 1,0,0,0:51,10 of 23,6 of 6,4 of 4,13 of 26,1 of 1,6 of 6
4709,608,3,0,14 of 19,24 of 29,1 of 1,0,0,3:53,8 of 13,3 of 3,3 of 3,8 of 12,0 of 0,6 of 7
4709,2383,1,0,17 of 37,18 of 39,0 of 0,0,0,1:26,7 of 23,5 of 9,5 of 5,11 of 27,6 of 10,0 of 0
4709,2383,2,0,17 of 44,22 of 49,0 of 0,0,0,1:03,7 of 29,9 of 14,1 of 1,13 of 38,4 of 6,0 of 0
4709,2383,3,0,8 of 23,15 of 30,0 of 0,0,0,0:00,5 of 20,0 of 0,3 of 3,6 of 21,0 of 0,2 of 2
4710,1705,1,0,49 of 107,53 of 111,0 of 1,0,0,0:01,38 of 93,6 of 8,5 of 6,45 of 101,2 of 3,2 of 3
4710,1705,2,0,37 of 76,61 of 102,1 of 2,0,0,0:38,34 of 71,2 of 3,1 of 2,27 of 64,4 of 5,6 of 7
4710,1705,3,0,16 of 43,16 of 43,0 of 0,0,0,0:00,16 of 42,0 of 1,0 of 0,16 of 43,0 of 0,0 of 0
4710,266,1,0,34 of 68,38 of 72,1 of 2,0,0,0:49,32 of 65,1 of 2,1 of 1,28 of 62,6 of 6,0 of 0
4710,266,2,0,30 of 48,39 of 58,2 of 2,0,0,1:44,26 of 43,4 of 5,0 of 0,21 of 37,2 of 3,7 of 8
4710,266,3,1,18 of 30,18 of 30,0 of 0,0,0,0:01,18 of 30,0 of 0,0 of 0,18 of 30,0 of 0,0 of 0
4711,3602,1,0,8 of 32,8 of 32,0 of 0,0,0,0:00,4 of 22,0 of 5,4 of 5,8 of 31,0 of 0,0 of 1
4711,3602,2,0,14 of 31,14 of 31,0 of 1,0,0,0:00,11 of 27,1 of 2,2 of 2,12 of 29,1 of 1,1 of 1
4711,3602,3,0,10 of 24,10 of 24,0 of 0,0,0,0:00,3 of 13,3 of 7,4 of 4,9 of 23,1 of 1,0 of 0
4711,2886,1,0,21 of 36,21 of 36,0 of 3,0,0,0:18,10 of 23,5 of 7,6 of 6,13 of 27,8 of 9,0 of 0
4711,2886,2,0,20 of 43,22 of 45,0 of 3,0,0,0:00,11 of 32,7 of 7,2 of 4,16 of 39,4 of 4,0 of 0
4711,2886,3,0,24 of 34,43 of 53,1 of 5,0,0,1:42,19 of 28,1 of 2,4 of 4,16 of 25,2 of 2,6 of 7
4712,1087,1,0,22 of 44,24 of 47,1 of 3,0,0,0:46,17 of 38,4 of 5,1 of 1,19 of 39,3 of 5,0 of 0
4712,1087,2,0,32 of 64,35 of 67,0 of 0,0,0,0:00,25 of 52,7 of 12,0 of 0,28 of 57,4 of 7,0 of 0
4712,1087,3,0,28 of 64,34 of 70,0 of 3,0,0,0:13,24 of 57,4 of 7,0 of 0,20 of 52,8 of 12,0 of 0
4712,4204,1,2,32 of 43,32 of 43,0 of 2,3,0,1:10,22 of 32,5 of 6,5 of 5,22 of 32,9 of 10,1 of 1
4712,4204,2,0,26 of 40,27 of 41,0 of 4,0,0,0:44,18 of 31,4 of 5,4 of 4,24 of 35,2 of 5,0 of 0
4712,4204,3,0,42 of 61,44 of 63,2 of 6,0,0,1:31,36 of 55,2 of 2,4 of 4,35 of 51,7 of 10,0 of 0
4713,4323,1,0,22 of 65,22 of 65,0 of 0,0,0,0:02,10 of 47,9 of 15,3 of 3,22 of 65,0 of 0,0 of 0
4713,4323,2,0,10 of 58,10 of 58,0 of 0,0,0,0:04,5 of 46,3 of 10,2 of 2,10 of 57,0 of 0,0 of 1
4713,4323,3,0,16 of 60,16 of 60,0 of 0,0,0,0:00,8 of 42,8 of 18,0 of 0,15 of 59,1 of 1,0 of 0
4713,3087,1,0,22 of 74,22 of 74,0 of 1,0,0,0:03,17 of 68,2 of 3,3 of 3,21 of 72,1 of 2,0 of 0
4713,3087,2,0,13 of 70,13 of 70,0 of 0,0,0,0:00,10 of 66,1 of 2,2 of 2,13 of 70,0 of 0,0 of 0
4713,3087,3,0,18 of 70,18 of 70,0 of 1,0,0,0:00,13 of 63,1 of 2,4 of 5,18 of 70,0 of 0,0 of 0
4714,4448,1,0,14 of 24,20 of 30,2 of 4,0,0,1:13,2 of 8,7 of 8,5 of 8,6 of 15,6 of 6,2 of 3
4714,4448,2,0,10 of 19,29 of 41,3 of 5,0,0,3:04,4 of 11,3 of 5,3 of 3,4 of 6,2 of 3,4 of 10
4714,4448,3,0,9 of 14,45 of 52,1 of 1,0,0,4:37,8 of 13,0 of 0,1 of 1,2 of 2,0 of 0,7 of 12
4714,3281,1,0,9 of 23,16 of 30,0 of 0,0,0,1:16,6 of 19,3 of 4,0 of 0,3 of 17,6 of 6,0 of 0
4714,3281,2,0,4 of 13,11 of 21,0 of 0,0,0,0:00,4 of 13,0 of 0,0 of 0,4 of 13,0 of 0,0 of 0
4714,3281,3,0,1 of 3,8 of 11,0 of 0,0,0,0:00,0 of 2,0 of 0,1 of 1,1 of 3,0 of 0,0 of 0
4715,1941,1,0,3 of 12,3 of 12,0 of 0,0,0,0:00,0 of 6,1 of 1,2 of 5,3 of 12,0 of 0,0 of 0
4715,2570,1,1,17 of 27,17 of 27,0 of 0,0,0,0:26,16 of 24,0 of 0,1 of 3,2 of 5,0 of 0,15 of 22
4716,485,1,0,11 of 29,11 of 29,0 of 1,0,0,0:45,7 of 21,3 of 4,1 of 4,7 of 22,4 of 7,0 of 0
4716,485,2,0,2 of 8,7 of 14,1 of 1,0,0,0:53,2 of 8,0 of 0,0 of 0,0 of 0,0 of 0,2 of 8
4716,3184,1,0,6 of 29,29 of 59,1 of 1,0,1,1:38,3 of 23,1 of 3,2 of 3,2 of 19,1 of 4,3 of 6
4716,3184,2,0,6 of 10,11 of 22,0 of 1,0,0,0:06,6 of 10,0 of 0,0 of 0,0 of 4,0 of 0,6 of 6
4717,343,1,0,17 of 54,17 of 54,0 of 4,0,0,0:00,8 of 40,7 of 11,2 of 3,16 of 53,1 of 1,0 of 0
4717,343,2,0,11 of 33,14 of 38,4 of 4,0,0,1:34,5 of 25,4 of 6,2 of 2,8 of 26,0 of 0,3 of 7
4717,343,3,0,14 of 27,25 of 40,2 of 6,0,0,2:45,12 of 22,2 of 5,0 of 0,5 of 16,4 of 4,5 of 7
4717,1397,1,0,23 of 67,23 of 67,0 of 0,0,0,0:02,14 of 53,7 of 11,2 of 3,23 of 66,0 of 1,0 of 0
4717,1397,2,0,17 of 48,20 of 54,0 of 0,0,0,0:00,13 of 40,3 of 4,1 of 4,13 of 42,1 of 2,3 of 4
4717,1397,3,0,8 of 22,16 of 30,0 of 0,1,0,0:32,5 of 17,3 of 5,0 of 0,5 of 18,1 of 2,2 of 2
4718,2870,1,0,10 of 15,14 of 19,0 of 0,1,0,0:38,8 of 13,2 of 2,0 of 0,4 of 7,3 of 3,3 of 5
4718,2870,2,1,14 of 22,23 of 31,1 of 1,0,0,0:56,10 of 15,4 of 6,0 of 1,2 of 8,8 of 10,4 of 4
4718,2964,1,1,4 of 10,24 of 34,0 of 1,1,0,3:59,4 of 10,0 of 0,0 of 0,1 of 1,0 of 0,3 of 9
4718,2964,2,0,2 of 6,9 of 13,1 of 3,0,0,1:14,1 of 4,1 of 2,0 of 0,0 of 1,1 of 2,1 of 3
4719,996,1,0,8 of 28,8 of 28,0 of 0,0,0,0:00,2 of 11,5 of 16,1 of 1,8 of 28,0 of 0,0 of 0
4719,996,2,0,26 of 48,26 of 48,0 of 0,0,0,0:00,16 of 30,9 of 17,1 of 1,26 of 48,0 of 0,0 of 0
4719,996,3,0,19 of 48,19 of 48,0 of 0,0,0,0:00,16 of 38,3 of 10,0 of 0,19 of 48,0 of 0,0 of 0
4719,996,4,0,20 of 57,20 of 57,0 of 1,0,0,0:00,12 of 43,8 of 14,0 of 0,20 of 57,0 of 0,0 of 0
4719,996,5,0,37 of 67,37 of 67,0 of 0,0,0,0:00,20 of 48,16 of 18,1 of 1,37 of 67,0 of 0,0 of 0
4719,1807,1,0,5 of 26,5 of 26,0 of 0,0,0,0:00,4 of 23,1 of 3,0 of 0,5 of 26,0 of 0,0 of 0
4719,1807,2,0,6 of 38,6 of 38,0 of 0,0,0,0:00,3 of 35,2 of 2,1 of 1,6 of 38,0 of 0,0 of 0
4719,1807,3,0,8 of 45,8 of 45,0 of 0,0,0,0:01,6 of 40,2 of 5,0 of 0,8 of 45,0 of 0,0 of 0
4719,1807,4,0,15 of 59,15 of 59,0 of 0,0,0,0:00,13 of 57,2 of 2,0 of 0,15 of 59,0 of 0,0 of 0
4719,1807,5,0,17 of 61,17 of 61,0 of 0,0,0,0:01,14 of 58,3 of 3,0 of 0,15 of 59,2 of 2,0 of 0
4720,3846,1,0,7 of 12,11 of 16,1 of 1,0,0,2:25,2 of 5,2 of 2,3 of 5,4 of 9,1 of 1,2 of 2
4720,3846,2,0,7 of 13,9 of 15,1 of 3,0,0,3:07,4 of 9,1 of 2,2 of 2,3 of 7,0 of 0,4 of 6
4720,3846,3,0,10 of 24,10 of 24,1 of 4,0,0,0:45,5 of 15,4 of 7,1 of 2,7 of 21,3 of 3,0 of 0
4720,3148,1,0,7 of 16,19 of 28,1 of 1,0,0,1:06,4 of 13,3 of 3,0 of 0,4 of 13,3 of 3,0 of 0
4720,3148,2,0,5 of 23,16 of 36,0 of 0,2,0,0:13,3 of 20,2 of 3,0 of 0,1 of 17,1 of 2,3 of 4
4720,3148,3,0,20 of 38,24 of 42,0 of 0,0,1,0:41,14 of 31,3 of 4,3 of 3,13 of 28,1 of 2,6 of 8
4721,2036,1,0,4 of 16,4 of 16,0 of 1,0,0,0:00,1 of 13,0 of 0,3 of 3,4 of 16,0 of 0,0 of 0
4721,3876,1,0,9 of 16,9 of 17,0 of 0,0,0,0:12,8 of 12,0 of 2,1 of 2,1 of 5,0 of 0,8 of 11
4722,1479,1,0,4 of 6,4 of 6,0 of 0,0,0,0:17,1 of 2,0 of 1,3 of 3,4 of 6,0 of 0,0 of 0
4722,344,1,1,3 of 5,3 of 5,0 of 0,2,0,0:21,3 of 5,0 of 0,0 of 0,2 of 4,0 of 0,1 of 1
4723,2189,1,0,1 of 3,14 of 16,0 of 1,0,0,0:00,1 of 1,0 of 0,0 of 2,1 of 3,0 of 0,0 of 0
4723,2189,2,0,7 of 17,7 of 17,0 of 0,0,0,0:00,7 of 17,0 of 0,0 of 0,7 of 17,0 of 0,0 of 0
4723,2189,3,0,4 of 6,7 of 9,0 of 0,0,0,0:00,4 of 6,0 of 0,0 of 0,4 of 6,0 of 0,0 of 0
4723,3229,1,0,30 of 42,66 of 79,1 of 1,0,0,4:07,24 of 34,1 of 1,5 of 7,7 of 10,0 of 0,23 of 32
4723,3229,2,0,50 of 70,115 of 141,0 of 0,0,0,3:35,44 of 61,1 of 1,5 of 8,14 of 26,0 of 0,36 of 44
4723,3229,3,1,24 of 32,82 of 97,2 of 3,0,0,4:41,20 of 27,3 of 3,1 of 2,3 of 6,2 of 4,19 of 22
4724,3935,1,0,11 of 17,18 of 24,0 of 0,0,0,0:12,6 of 12,1 of 1,4 of 4,8 of 13,3 of 4,0 of 0
4724,3935,2,0,15 of 26,23 of 35,0 of 0,0,0,0:00,12 of 19,2 of 4,1 of 3,10 of 19,3 of 5,2 of 2
4724,3935,3,0,6 of 14,18 of 32,0 of 0,0,2,0:23,6 of 13,0 of 1,0 of 0,3 of 9,1 of 2,2 of 3
4724,2796,1,0,12 of 26,16 of 33,2 of 4,0,0,3:04,7 of 17,3 of 7,2 of 2,5 of 17,0 of 1,7 of 8
4724,2796,2,0,26 of 34,37 of 48,1 of 4,0,0,3:22,24 of 31,1 of 2,1 of 1,7 of 12,5 of 6,14 of 16
4724,2796,3,0,7 of 9,14 of 16,3 of 3,0,0,3:41,6 of 8,1 of 1,0 of 0,2 of 3,0 of 0,5 of 6
4725,2554,1,0,3 of 5,29 of 32,0 of 0,0,0,0:00,3 of 4,0 of 1,0 of 0,1 of 3,0 of 0,2 of 2
4725,2554,2,0,8 of 21,20 of 33,0 of 0,0,0,0:03,8 of 21,0 of 0,0 of 0,3 of 16,3 of 3,2 of 2
4725,2554,3,0,10 of 39,20 of 50,0 of 0,1,0,0:10,9 of 35,1 of 4,0 of 0,10 of 37,0 of 2,0 of 0
4725,1159,1,0,9 of 12,18 of 24,2 of 2,0,0,4:56,5 of 8,1 of 1,3 of 3,0 of 1,0 of 0,9 of 11
4725,1159,2,0,8 of 14,25 of 34,3 of 4,0,0,4:30,7 of 12,1 of 2,0 of 0,1 of 3,1 of 2,6 of 9
4725,1159,3,0,18 of 22,29 of 33,1 of 3,0,0,3:35,16 of 20,2 of 2,0 of 0,11 of 15,2 of 2,5 of 5
4726,1624,1,0,6 of 46,6 of 46,0 of 0,0,0,0:00,4 of 41,2 of 5,0 of 0,6 of 46,0 of 0,0 of 0
4726,1624,2,0,25 of 95,25 of 95,0 of 0,0,0,0:00,19 of 89,5 of 5,1 of 1,25 of 95,0 of 0,0 of 0
4726,1624,3,0,12 of 57,12 of 57,0 of 0,0,0,0:00,9 of 52,1 of 2,2 of 3,12 of 57,0 of 0,0 of 0
4726,1542,1,0,12 of 37,12 of 37,0 of 0,0,0,0:00,7 of 29,2 of 5,3 of 3,12 of 37,0 of 0,0 of 0
4726,1542,2,0,30 of 56,30 of 56,0 of 0,0,0,0:00,17 of 42,7 of 8,6 of 6,30 of 56,0 of 0,0 of 0
4726,1542,3,1,29 of 62,29 of 62,0 of 0,0,0,0:06,24 of 56,3 of 4,2 of 2,26 of 59,2 of 2,1 of 1
4727,1571,1,0,24 of 52,24 of 52,0 of 1,0,0,0:07,18 of 44,4 of 6,2 of 2,18 of 45,6 of 7,0 of 0
4727,1571,2,1,31 of 69,38 of 76,0 of 0,0,0,0:10,29 of 66,1 of 2,1 of 1,28 of 62,0 of 0,3 of 7
4727,1571,3,0,38 of 77,40 of 80,0 of 1,0,0,0:19,32 of 70,2 of 3,4 of 4,29 of 63,4 of 4,5 of 10
4727,946,1,0,15 of 47,15 of 47,0 of 1,0,0,0:00,8 of 38,6 of 8,1 of 1,15 of 47,0 of 0,0 of 0
4727,946,2,0,18 of 92,18 of 92,0 of 0,0,0,0:00,10 of 82,7 of 9,1 of 1,18 of 92,0 of 0,0 of 0
4727,946,3,0,17 of 81,17 of 81,0 of 3,0,0,0:00,10 of 74,7 of 7,0 of 0,16 of 79,1 of 2,0 of 0
4728,3349,1,0,19 of 40,21 of 42,0 of 0,1,0,3:29,12 of 33,5 of 5,2 of 2,7 of 22,1 of 1,11 of 17
4728,3349,2,0,5 of 12,16 of 27,0 of 1,0,0,2:31,5 of 12,0 of 0,0 of 0,2 of 9,0 of 0,3 of 3
4728,3349,3,0,21 of 35,31 of 48,0 of 1,0,0,2:47,15 of 28,1 of 1,5 of 6,5 of 14,0 of 0,16 of 21
4728,4423,1,0,14 of 24,26 of 37,0 of 2,1,0,0:03,7 of 17,5 of 5,2 of 2,7 of 17,6 of 6,1 of 1
4728,4423,2,0,8 of 21,20 of 37,2 of 2,2,1,1:44,7 of 19,1 of 2,0 of 0,3 of 16,1 of 1,4 of 4
4728,4423,3,0,11 of 19,17 of 25,0 of 1,2,0,0:54,7 of 15,4 of 4,0 of 0,8 of 15,3 of 4,0 of 0
4729,4089,1,0,12 of 25,25 of 44,2 of 2,0,0,2:27,5 of 16,2 of 3,5 of 6,7 of 19,0 of 0,5 of 6
4729,4089,2,0,14 of 19,24 of 30,2 of 3,0,0,3:12,3 of 8,8 of 8,3 of 3,6 of 10,0 of 0,8 of 9
4729,4089,3,0,15 of 24,38 of 49,1 of 2,0,0,2:02,9 of 13,0 of 3,6 of 8,6 of 13,0 of 0,9 of 11
4729,3889,1,0,11 of 25,13 of 28,0 of 0,0,0,0:00,6 of 19,0 of 1,5 of 5,10 of 23,0 of 0,1 of 2
